5.385276423513801758e-01,1.090934592035001316e+00,1.025322942379216951e+00,4.195395982888027731e-01,9.260210408335418641e-01,2.925148353876310114e-01,5.757878515666625674e-01,7.141609885875650487e-01,1.092295872476362284e+00
7.024639166505063370e-01,7.537251743367874568e-02,5.769785322167033659e-01,2.260850537733399279e-01,-4.935691376684672727e-02,1.129086202141417195e+00,-5.570680763013764469e-01,8.783584065889928905e-01,1.175052831716556945e+00
1.317631502629459828e+00,6.647955494597239667e-01,-5.030925873709868323e-01,-1.120068736433159767e-01,3.946847944082386705e-01,3.467350267717341228e-01,8.703907097492374900e-01,5.983041501578745258e-01,1.080661113113492444e+00
2.282955677751453694e-01,-3.017411544259218092e-01,4.277712406732681605e-01,1.699967769581880173e-01,2.137110302069050727e-01,1.086593437760938086e+00,1.161607181168217595e+00,-2.180728241652463706e-01,-7.583618508155641480e-02
1.881454421089014672e-01,3.650221835364588774e-01,6.776560394292294731e-01,-4.972594697583310186e-02,1.483734972021631959e+00,7.020482203725213199e-02,7.943646151237563346e-01,-4.440007350943069309e-01,3.726403440578192061e-01
-3.661059123846970020e-02,9.633598056672337817e-02,1.107144678225449042e+00,1.467392643208716763e+00,1.261262674702859243e+00,9.723210635605449292e-01,1.080922365456711942e+00,3.523578528602449023e-01,8.063999190171917686e-01
1.387096149749986296e+00,2.615193626120380088e-01,1.038618121057144905e-01,1.186505358279209277e-01,8.406301361869599198e-01,1.013681584427118976e+00,8.469540992345678809e-01,1.905038022306176637e-01,7.266581593310262877e-01
8.626843034058778725e-01,-1.314119721417394970e-01,4.166885052447839577e-01,3.479200452742166050e-01,5.130417361671445464e-01,-2.860073353366567872e-01,9.911995047636413814e-01,3.429390537897287344e-02,2.276827223246565557e-01
5.381826654598017567e-01,1.6373482476109797460e+0,5.295773936771130952e-01,8.236900911627117461e-01,5.283442542991768631e-01,2.049485925581833456e-01,7.209778926696697177e-01,1.547839502801111822e+00,4.224498532482542368e-01
3.590703581047980375e-01,2.183842178312633830e-01,1.497863373291911326e+00,5.371904205432759261e-01,5.271743249343865401e-01,1.884626624117715366e-01,7.020710800217611069e-01,1.239452799339419015e-01,3.363025665546974796e-01
5.697903401293895609e-01,-4.923734158019603679e-01,1.288710407414709547e+00,1.824244156993135579e-01,8.841548708505035936e-01,-8.773413217432060041e-01,1.216492547957521708e+00,1.410367123783092369e+00,-1.972166692407780475e-01
4.924643263532554882e-02,8.906681671055096672e-01,6.788590316817669779e-01,-6.335247807658547781e-02,1.021034113006651811e+00,1.077029176496285545e-01,2.445988748385073130e-01,6.257939304938889835e-01,1.249744295446874265e+00
-2.531828346649644956e-01,-1.013771122221047427e-01,5.189197704233324826e-01,7.730740292157576299e-01,1.158794354505280344e+00,-1.064526067493160588e-01,6.082536146050886439e-01,7.805304108130303176e-01,1.212182982679659959e+00
7.969974826365252563e-01,3.131013270188847675e-01,1.945020051647753379e-01,-2.277915679716730479e-01,2.506608504791255632e-01,7.622670190736784424e-01,9.540111333322335296e-01,3.377998021522551908e-01,1.081731623512112384e+00
8.881309850052251376e-01,9.296230507439020574e-01,5.756496854697301657e-01,-1.697144142773451547e-01,1.275278474465889877e-01,8.144999856333693389e-01,6.013982830760993270e-01,1.184030048970707183e+00,1.738822129918176307e+00
-4.507068427989387449e-01,5.561945430177017702e-01,1.250721502731711343e+00,4.818475010400473657e-01,9.447929654283784284e-01,4.393638875532842603e-01,1.293178743823394372e-01,8.813693947135866624e-01,5.915420800076169883e-01
